61,818
158548,824
159548,831
160568,838
161608,844
162608,8515048,998
186088,1004
1,938
176888,944
177908,951
178928,958
179968,964
180968,971
181988,978
183028,984
184028,991
185048,998
186088,1004
187172,1012
18280,⸮64,0
264,0
528,0
792,0
1060,0
1376,0
1692,0
2000,1
2344,1
2660,1
2976,1
3288,1
3604,1
3920,1
4244,2
4572,2
5104,2
5784,3
6464,4
7144,5
7824,5
8504,7
9184,8
9864,9
10544,10
11392,12
12244,13
13092,15
13944,17
14792,19
15644,21
16492,23
17344,26
18204,28
19044,30
19892,33
20744,36
21592,38
22444,41
23292,44
24144,47
24992,50
25844,53
26692,56
27544,59
28416,63
29244,66
30092,69
30944,73
31792,76
32648,80
33492,83
34344,87
35192,91
36044,94
36892,98
37744,102
38680,106
39612,111
40568,115
41484,119
42420,124
43352,128
44308,133
45224,138
46160,142
47092,147
48028,152
48964,156
49920,161
50832,166
51768,171
52704,176
53640,181
54572,186
55508,191
56444,196
57380,201
58312,206
59248,211
60184,216
61120,221
62052,226
63012,231
63924,237
64860,242
65792,247
66752,252
67664,258
68600,263
69532,268
70468,274
71404,279
72352,285
73272,290
74208,295
75144,301
76080,306
77012,312
77948,317
78884,323
79820,328
80752,334
81688,340
82624,345
83576,351
84492,356
85428,362
86384,368
87300,373
88232,379
89168,385
90104,390
91040,396
91996,402
92908,407
93844,413
94784,419
95712,425
96648,430
97584,436
98520,442
99452,448
100388,454
101432,460
102428,467
103448,473
104488,479
105496,486
106516,492
107536,498
108556,505
109596,511
110588,518
111608,524
112628,531
113648,537
114696,543
115688,550
116728,556
117728,563
118748,569
119768,576
120788,582
121808,589
122828,595
123848,602
124868,608
125888,615
126908,621
127928,628
128968,634
129968,641
131008,647
132008,654
133048,660
134048,667
135072,674
136088,680
137108,687
138128,693
139148,700
140188,706
141188,713
142208,720
143228,726
144248,733
145292,739
146288,746
147312,753
148328,759
149348,766
150392,772
151388,779
152412,786
153428,792
154448,799
155484,806
156488,812
157508,819
158548,825
159548,832
160568,839
161588,845
162608,852
163628,859
164648,865
165668,872
166688,879
167708,885
168728,892
169748,899
170768,905
171788,912
172808,919
173828,925
174848,932
175868,939
176888,945
177908,952
178928,959
179948,965
180968,972
181988,979
183032,985
184028,992
185048,999
186088,1005
187172,1013
188280,1020
189384,1027
190512,1035
191592,1042
192700,1049
193804,1056
194924,1064
196012,1071
197120,1078
198224,1085
199340,1093
200432,1100
201540,1107
202664,1114
203756,1122
204852,1129
205960,1136
207080,1144
208168,1151
209272,1158
210380,1165
211504,1173
212588,1180
213692,1187
214820,1194
215904,1202
217008,1209
218120,1216
219236,1224
220324,1231
221428,1238
222556,1245
223640,1253
224744,1260
225848,1267
226968,1275
228060,1282
229164,1289
230288,1296
231372,1304
232480,1311
233584,1318
234700,1326
235792,1333
236900,1340
238024,1348
239108,1355
240212,1362
241320,1369
242424,1377
243528,1384
244632,1391
245744,1399
246844,1406
247948,1413
249076,1420
250160,1428
251264,1435
252388,1442
253476,1450
254580,1457
255684,1464
256796,1472
257892,1479
259000,1486
260132,1493
261208,1501
262312,1508
263420,1515
264524,1523
265628,1530
266732,1537
267852,1545
268944,1552
270048,1559
271164,1567
272260,1574
273364,1581
274492,1588
275572,1596
276680,1603
277784,1610
278888,1618
279992,1625
281100,1632
282208,1640
283308,1647
284412,1654
285540,1662
286624,1669
287728,1676
288856,1683
289940,1691
291044,1698
292148,1705
293252,1713
294360,1720
295464,1727
296568,1735
297672,1742
298780,1749
299904,1757
300988,1764
302100,1771
303220,1779
