64,0
264,0
524,0
784,0
1052,0
1368,0
1672,0
1988,0
2308,0
2616,0
2928,0
3248,0
3564,0
3868,1
4212,1
4524,1
5100,1
5780,2
6460,2
7144,2
7820,1
8500,1
9180,1
9860,1
10544,2
11308,2
12072,2
12836,2
13600,2
14368,2
15132,2
15896,2
16660,2
17432,2
18192,3
18956,3
19724,3
20492,3
21252,3
22016,3
22784,3
23548,3
24312,3
25100,4
25844,4
26608,4
27372,4
28136,4
28904,4
29668,4
30432,5
31196,5
31964,5
32728,5
33492,5
34256,5
35020,6
35788,6
36552,6
37316,6
38080,6
38868,7
39612,7
40376,7
41144,7
41908,7
42672,8
43436,8
44204,8
44968,8
45732,9
46496,9
47260,9
48028,9
48792,9
49556,10
50408,10
51256,10
52108,11
52956,11
53808,11
54656,11
55508,12
56356,12
57208,12
58056,13
58908,13
59756,13
60608,14
61464,14
62308,14
63156,15
64008,15
64856,15
65708,16
66556,16
67408,16
68256,17
69108,17
69956,17
70808,18
71656,18
72508,19
73356,19
74208,19
75056,20
75908,20
76756,21
77608,21
78456,21
79308,22
80156,22
81008,23
81856,23
82708,24
83556,24
84408,24
85256,25
86108,25
86956,26
87808,26
88680,27
89508,27
90356,28
91208,28
92056,29
92908,29
93756,30
94608,30
95456,31
96308,31
97156,32
98008,32
98856,33
99708,33
100556,34
101492,35
102428,35
103360,36
104296,36
105232,37
106168,37
107100,38
108036,39
108972,39
109908,40
110840,41
111776,41
112712,42
113648,43
114580,43
115516,44
116452,45
117388,45
118320,46
119256,47
120192,47
121128,48
122064,49
122996,50
123932,50
124868,51
125800,52
126736,52
127672,53
128608,54
129540,55
130476,55
131412,56
132348,57
133284,58
134216,59
135152,59
136088,60
137020,61
137956,62
138892,62
139828,63
140764,64
141696,65
142632,66
143568,66
144504,67
145448,68
146372,69
147308,70
148240,70
149176,71
150124,72
151048,73
151984,74
152916,75
153852,76
154788,76
155724,77
156684,78
157592,79
158528,80
159464,81
160396,82
161332,83
162268,83
163200,84
164136,85
165072,86
166008,87
166944,88
167876,89
168812,90
169748,91
170684,92
171616,93
172552,94
173488,95
174420,96
175356,97
176292,98
177228,99
178160,100
179184,101
180200,102
181224,103
182244,104
183264,105
184280,106
185300,107
186320,108
187344,110
188360,111
189380,112
190404,113
191420,114
192440,116
193460,117
194480,118
195504,119
196520,120
197544,121
198560,123
199584,124
200600,125
201624,126
202640,127
203660,129
204684,130
205708,131
206724,133
207744,134
208764,135
209780,136
210804,137
211820,139
212840,140
213860,141
214880,143
215900,144
216920,145
217940,147
218960,148
219992,149
221004,151
222020,152
223044,153
224060,155
225080,156
226104,157
227120,159
228144,160
229160,161
230180,163
231204,164
232224,165
233244,167
234264,168
235280,169
236300,171
237320,172
238344,173
239360,175
240384,176
241404,178
242420,179
243444,180
244464,182
245500,183
246504,185
247520,186
248540,188
249564,189
250580,191
251604,192
252624,194
253644,195
254660,197
255684,198
256700,200
257724,201
258744,203
259760,205
260784,206
261800,207
262820,209
263844,211
264884,212
265880,214
266904,215
267920,217
268944,219
269964,220
270984,222
272000,223
273020,225
274044,227
275060,228
276084,230
277104,232
278120,233
279144,235
280160,236
281184,238
282200,240
283240,241
284244,243
285260,245
286280,247
287304,248
288324,250
289364,252
290364,253
291384,255
292400,257
293420,258
294440,260
295464,262
296504,263
297504,265
298520,267
299544,268
300564,270
301580,272
302600,274
303624,275
304640,277
305664,279
306684,281
307724,283
308724,284
309744,286
310760,288
311780,290
312804,292
313824,294
314840,295
315860,297
316884,299
317904,301
318920,303
319952,305
320960,307
321984,308
323004,310
324024,312
325044,314
326060,316
327104,318
328100,320
329124,321
330140,323
331160,325
332184,327
333200,329
334220,331
335240,333
336260,335
337284,337
338300,339
339320,340
340340,342
341364,344
342380,346
343404,348
344424,350
345440,352
346464,354
347484,356
348504,358
349524,360
350540,362
351564,364
352604,366
353616,368
354624,370
355644,372
356676,374
357704,376
358704,378
359720,380
360740,382
361764,384
362780,386
363800,388
364820,390
365844,392
366860,394
367884,396
368900,399
369920,401
370944,403
371964,405
372980,407
374004,409
375024,411
376040,413
377064,415
378084,417
379104,420
380124,422
381144,424
382164,426
383180,428
384200,430
385224,432
386244,435
387264,437
388280,439
389304,441
390324,443
391340,445
392360,448
393384,450
394400,452
395424,454
396444,456
397460,459
398480,461
399500,463
400520,465
401544,468
402560,470
403584,472
404604,474
405620,477
406644,479
407664,481
408680,484
409712,486
410724,488
411744,491
412760,493
413780,495
414800,497
415824,500
416852,502
417864,504
418880,507
419900,509
420924,511
421940,513
422964,516
423984,518
425000,520
426020,523
427044,525
428060,527
429084,530
430104,532
431128,534
432148,537
433168,539
434188,541
435208,544
436220,546
437244,549
438264,551
439284,553
440304,556
441324,558
442340,561
443360,563
444384,566
445404,568
446420,570
447440,573
448460,575
449480,578
450500,580
451524,583
452540,585
453560,588
454584,590
455604,592
456644,595
457640,597
458660,600
459680,602
460704,605
461720,607
462744,610
463760,612
464784,615
465808,617
466824,620
467852,622
468860,625
469880,627
470904,630
471920,632
472944,635
473960,637
475004,640
476000,643
477020,645
478044,648
479064,650
480080,653
481100,656
482120,658
483140,661
484164,663
485204,666
486204,669
487224,671
488240,674
489264,677
490280,679
491300,682
492324,685
493340,687
494360,690
495384,692
496404,695
497420,698
498444,700
499460,703
500480,705
501524,708
502524,711
503544,713
504572,716
505584,719
506600,721
507624,724
508644,727
509660,730
510684,732
511712,735
512720,738
513740,741
514760,743
515804,746
516800,749
517824,752
518840,754
519860,757
520880,760
521904,763
522920,765
523944,768
524964,771
525980,774
527000,776
528024,779
529040,782
530064,784
531084,787
532104,790
