60,0
260,0
520,0
784,0
1052,0
1364,0
1672,0
1984,0
2304,0
2612,0
2924,0
3244,0
3560,0
3864,0
4188,0
4500,0
5096,1
5776,1
6456,1
7136,2
7816,2
8496,2
9176,2
9856,2
10536,2
11304,2
12068,2
12832,2
13596,2
14364,3
15128,3
15892,3
16656,3
17428,3
18188,3
18952,3
19716,4
20488,4
21248,4
22012,4
22776,4
23564,5
24308,5
25072,5
25836,5
26604,6
27368,6
28132,6
28896,6
29664,7
30428,7
31192,7
31956,8
32724,8
33488,8
34252,9
35016,9
35784,9
36548,9
37312,10
38164,10
39012,10
39864,11
40712,11
41564,12
42412,12
43264,13
44112,13
44964,14
45812,14
46664,14
47512,15
48364,15
49212,16
50064,16
50912,17
51764,17
52612,18
53464,18
54312,19
55164,19
56012,20
56864,21
57712,21
58564,22
59416,22
60280,23
61112,23
61964,24
62812,25
63664,25
64520,26
65364,26
66212,27
67064,28
67912,28
68764,29
69612,30
70464,30
71312,31
72164,32
73012,33
73864,33
74712,34
75564,35
76412,35
77264,36
78112,37
78964,38
79812,38
80664,39
81512,40
82364,41
83212,42
84064,42
84912,43
85764,44
86612,45
87464,46
88312,46
89164,47
90012,48
90864,49
91712,50
92564,51
93412,52
94264,53
95112,54
95964,54
96812,55
97664,56
98512,57
99364,58
100212,59
101148,60
102084,61
103016,62
103952,64
104888,65
105824,66
106756,67
107692,68
108628,69
109564,70
110520,71
111432,72
112368,73
113304,75
114236,76
115172,77
116108,78
117064,79
117976,80
118912,82
119848,83
120784,84
121716,85
122652,86
123588,88
124524,89
125456,90
126392,91
127328,93
128264,94
129196,95
130132,97
131068,98
132004,99
132948,100
133956,102
134976,103
135996,105
137016,106
138036,108
139056,109
140092,110
141096,112
142116,113
143136,115
144156,117
145176,118
146196,119
147216,121
148236,122
149256,124
150276,126
151296,127
152316,129
153336,130
154356,132
155376,134
156396,135
157416,137
158436,139
159456,140
160476,142
161496,144
162516,145
163536,147
164556,149
165576,151
166596,152
167616,154
168636,156
169656,158
170676,159
171696,161
172716,163
173736,165
174756,167
175776,168
176796,170
177816,172
178836,174
179880,176
180876,178
181896,179
182916,181
183936,183
184956,185
185976,187
187004,189
188016,190
189036,193
190056,194
191076,196
192096,198
193116,200
194136,202
195156,204
196176,206
197196,208
198216,210
199236,212
200256,214
201276,216
202304,218
203332,220
204336,222
205356,224
206376,226
207396,228
208416,230
209436,232
210456,234
211476,236
212496,239
213516,241
214536,243
215556,245
216576,247
217596,249
218616,251
219636,254
220656,256
221676,258
222696,260
223716,262
224736,264
225756,266
226776,269
227820,271
228816,273
229836,275
230856,277
231876,279
232896,282
233916,284
234936,286
235956,288
236976,291
237996,293
239016,295
240036,297
241056,300
242076,302
243096,304
244116,306
245136,309
246156,311
247176,313
248196,316
249216,318
250236,320
251256,323
252276,325
253296,328
254316,330
255336,332
256356,335
257376,337
258396,340
259416,342
260436,344
261456,347
262476,349
263496,352
264516,354
265536,357
266580,359
267576,361
268596,364
269616,366
270636,369
271656,371
272676,374
273712,376
274716,379
275736,381
276756,384
277776,386
278796,389
279816,391
280836,394
281856,396
282876,399
283896,401
284916,404
285936,407
286956,409
287976,412
288996,414
290016,417
291036,420
292056,422
293076,425
294096,428
295116,430
296136,433
297156,436
298176,438
299196,441
300216,444
301236,446
302256,449
303276,451
304316,454
305316,457
306336,459
307380,462
308376,465
309396,467
310416,470
311436,473
312456,475
313484,478
314496,481
315516,484
316536,486
317580,489
318576,492
319596,495
320616,497
321656,500
322656,503
323676,506
324696,509
325716,511
326760,514
327756,517
328776,520
329796,522
330816,525
331836,528
332856,531
333876,534
334896,537
335916,539
336936,542
337956,545
338976,548
339996,550
341016,553
342040,556
343064,559
344084,562
345104,565
346124,567
347144,570
348176,573
349176,576
350196,579
351216,582
352236,585
